,confirm,heal,dead,confirm_add
01.31,2,0,0,0
02.01,2,0,0,0
02.02,2,0,0,0
02.03,2,0,0,0
02.04,2,0,0,0
02.05,2,0,0,0
02.06,3,0,0,1
02.07,3,0,0,0
02.08,3,0,0,0
02.09,3,0,0,0
02.10,8,0,0,5
02.11,8,0,0,0
02.12,8,0,0,0
02.13,9,0,0,1
02.14,9,0,0,0
02.15,9,0,0,0
02.16,9,8,0,0
02.17,9,8,0,0
02.18,9,8,0,0
02.19,9,8,0,0
02.20,9,8,0,0
02.21,9,8,0,0
02.22,9,8,0,0
02.23,9,8,0,0
02.24,13,8,0,4
02.25,13,8,0,0
02.26,13,8,0,0
02.27,15,8,0,2
02.28,19,8,0,4
02.29,23,8,0,3
03.01,35,8,0,12
03.02,40,8,0,5
03.03,51,8,0,11
03.04,85,8,0,34
03.05,90,8,0,5
03.06,163,8,2,73
03.07,163,8,2,0
03.08,319,18,3,46
03.09,373,18,6,55
03.10,456,18,6,83
03.11,590,18,10,134
03.12,798,18,10,208
03.13,1140,18,21,342
03.14,1140,18,21,342
03.15,1543,18,35,403
03.16,1543,18,35,403
03.17,2626,52,71,676
03.18,2626,65,104,676
03.19,3269,79,144,643
03.20,3983,79,177,714
03.21,5027,98,234,1044
03.22,5683,98,281,656
03.23,6650,98,335,967
03.24,8077,98,422,1427
03.25,9529,140,465,1452
03.26,11658,140,578,2129
03.27,14579,140,759,2921
03.28,17089,151,1019,2510
03.29,19522,151,1228,2433
03.30,22141,151,1408,2619
03.31,22472,179,1793,331
04.01,29842,179,2356,7370
04.02,34123,191,2926,4281
04.03,38681,205,3611,4558
04.04,42433,209,4320,3752
04.05,48388,215,4941,5955
04.06,48451,229,4943,63
04.07,52302,312,5385,3851
04.08,55957,332,6171,3655
04.09,61497,353,7111,5540
04.10,65872,367,7993,4375
04.11,79841,599,9891,13969
04.12,85173,625,10629,5332
04.13,89554,303,11346,4381
04.14,94823,323,12125,5269
04.15,99455,365,12892,4632
04.16,104133,370,13755,4678
04.17,104145,375,13759,4617
04.18,115299,414,15497,11154
04.19,121168,427,16095,5869
04.20,121174,444,16095,6
04.21,125856,603,16550,4682
04.22,134635,644,18141,8779
04.23,139243,701,18790,4608
04.24,144632,712,19559,5389
04.25,149554,737,20380,4922
04.26,149569,778,20381,15
04.27,154038,781,20795,4469
04.28,158353,809,21158,4315
04.29,162350,813,21745,3997
04.30,166443,857,26166,4093
05.01,172481,861,26842,6038
05.02,178689,892,27583,6208
05.03,183500,896,28205,4811
05.04,187842,902,28520,4342
05.05,191832,910,28809,3990
05.06,196244,926,29501,4412
05.07,202359,957,30150,6115
05.08,207977,987,30689,5618
05.09,216525,1001,31662,8548
05.10,216526,1002,31662,1
05.11,224327,1007,32140,7801
05.12,227735,1015,32768,3408
05.13,230984,1025,33263,3249
05.14,234431,1032,33692,3447
05.15,238001,1045,34077,3570
05.16,241454,1049,34546,3453
05.17,241461,1058,34546,7
05.18,244995,1058,34716,3534
05.19,247709,1090,34876,2714
05.20,250141,1101,35422,2432
05.21,252234,1116,36124,2093
05.22,252246,1134,36124,12
05.23,255544,1142,36475,3298
05.24,258511,1142,36757,2967
05.25,260916,1151,36875,2405
05.26,266590,1161,37130,5674
05.27,268615,1162,37542,2025
05.28,268620,1166,37542,5
05.29,270511,1171,37919,1891
05.30,272615,1173,38243,2104
05.31,276156,1187,38571,3541
06.01,276156,1181,38571,0
06.02,277738,1221,39127,1582
06.03,279392,1224,39452,1654
06.04,281270,1212,39811,1878
06.05,284730,1219,40344,3460
06.06,286292,1230,40548,1562
06.07,287621,1239,40625,1329
06.08,288827,1240,40680,1206
06.09,288834,1255,40680,7
06.10,290581,1257,40968,1747
06.11,292854,1269,41364,2273
06.12,294401,1279,41566,1547
06.13,294402,1283,41566,1
06.14,297342,1283,41783,2940
06.15,297342,1284,41783,0
06.16,299594,1284,42054,2252
06.17,299600,1295,42054,6
06.18,301935,1304,42373,2335
06.19,303281,1313,42546,1346
06.20,304580,1319,42674,1299
06.21,305801,1319,42717,1221
06.22,305803,1319,42717,2
06.23,306761,1322,42731,958
06.24,307682,1330,43011,921
06.25,308337,1345,43165,655
06.26,310836,1361,43498,2499
06.27,310837,1363,43498,1
06.28,312640,1364,43634,1803
06.29,313467,1364,43659,827
06.30,313470,1368,43660,3
07.01,314991,1370,43991,1521
07.02,314992,1372,43991,1
07.03,285268,1373,44080,-29724
07.04,285788,1375,44216,520
07.05,286931,1375,44305,1143
07.06,287290,1375,44321,359
07.07,287291,1375,44321,1
07.08,288510,1375,44602,1219
07.09,288512,1378,44602,2
07.10,293015,1378,44735,4503
07.11,289679,1378,44735,-3336
07.12,290504,1378,44883,825
07.13,291155,1378,44904,651
07.14,291691,1384,44915,536
07.15,293469,1386,45138,1778
07.16,293469,1386,45138,0
07.17,294803,1403,45318,1334
07.18,295631,1403,45358,828
07.19,295632,1413,45358,1
07.20,296364,1413,45385,732
07.21,297389,1413,45507,1025
07.22,297391,1414,45507,2
07.23,298721,1416,45639,1330
07.24,299499,1425,45762,778
07.25,300270,1427,45823,771
07.26,300275,1434,45823,5
07.27,301020,1434,45837,745
07.28,301709,1437,45844,689
07.29,303092,1438,46046,1383
07.30,303064,1438,46046,-28
07.31,303913,1439,46084,849
08.01,305572,1441,46278,1659
08.02,306315,1442,46286,743
08.03,306319,1444,46286,4
08.04,307252,1445,46295,933
08.05,307258,1445,46295,6
08.06,307272,1447,46295,14
08.07,309796,1447,46498,2524
08.08,310703,1448,46596,907
08.09,311488,1449,46651,785
08.10,313390,1451,46659,1902
08.11,313393,1464,46611,3
08.12,315560,1465,46791,2167
08.13,315583,1473,46791,23
08.14,315600,1479,46791,17
08.15,318193,1483,46791,2593
08.16,319238,1486,46791,1045
08.17,320345,1490,46791,1107
08.18,321071,1492,41454,726
08.19,322990,1495,41482,1919
08.20,324190,1495,41489,1200
08.21,325239,1544,41491,1049
08.22,326559,1545,41509,1320
08.23,327636,1547,41515,1077
08.24,328617,1549,41519,981
08.25,328628,1550,41519,11
08.26,329883,1551,41535,1255
08.27,332491,1564,41564,2608
08.28,332511,1569,41564,20
08.29,334915,1620,41585,2404
08.30,336641,1624,41586,1726
08.31,338079,1680,41588,1438
09.01,338085,1687,41589,6
09.02,339420,1712,41592,1335
09.03,342684,1750,41615,3264
09.04,342715,1752,41616,31
09.05,346506,1763,41638,3791
09.06,349504,1824,41640,2998
09.07,352448,1824,41643,2944
09.08,354876,1827,41673,2428
09.09,357593,1828,41683,2717
09.10,357614,1841,41697,21
09.11,360544,1847,41697,2930
09.12,367590,1873,41712,7046
09.13,370928,1890,41717,3338
09.14,370930,2152,41717,2
09.15,373559,2156,41726,2629
09.16,376676,2186,41753,3117
09.17,380680,2194,41773,4004
09.18,384090,2203,41794,3410
09.19,388420,2220,41821,4330
09.20,392845,2228,41848,4425
09.21,396744,2228,41877,3899
09.22,401127,2228,41877,4383
09.23,406060,2239,41914,4933
09.24,412249,2254,41951,6189
09.25,425765,2284,41991,13516
09.26,431816,2330,42060,6051
09.27,431824,2339,42060,8
09.28,437520,2339,42077,5696
09.29,441582,2353,42090,4062
09.30,448734,2370,42162,7152
10.01,462774,2378,42292,14040
10.02,462781,2385,42358,7
10.03,469781,2396,42358,7000
10.04,482658,2398,42407,12877
10.05,505619,2406,42440,22961
10.06,518227,2414,42459,12608
10.07,532787,2425,42535,14560
10.08,546959,2435,42605,14172
10.09,564518,2486,42769,17559
10.10,578398,2495,42769,13880
